Nombres de la población. 2018
Catalunya
"Fuente: Idescat, a partir del Registro de población de Cataluña."
Nota: ‰ calculado sobre el total de la población en la década seleccionada.
Nota: Sólo se muestran los nombres de frecuencia igual o superior a 4.
Institut d'Estadística de Catalunya
http://www.idescat.cat/noms/?lang=es
Pos.,Sexo,Nombre,Ranking. Frecuencia,Ranking. ‰
00626,M,ITZIAR,1163,0.15
00626,H,MOUSSA,1163,0.15
00628,M,ERICA,1162,0.15
00628,H,YASSIN,1162,0.15
00630,H,BRIAN,1155,0.15
00631,H,ISMAÏL/ISMAÍL,1150,0.15
00632,H,ISIDRE,1149,0.15
00633,H,IOAN,1148,0.15
00634,H,SEBASTIÀ,1143,0.15
00635,H,LUIS FERNANDO,1140,0.15
00636,M,VIOLETA,1138,0.15
00637,H,AMADOR,1133,0.15
00638,H,JOAN JOSEP,1129,0.15
00639,M,HORTÈNSIA/HORTENSIA,1121,0.15
00640,H,MÁXIMO,1119,0.15
00641,H,MAHAMADOU,1112,0.14
00642,H,FIDEL,1107,0.14
00643,H,HAMID,1106,0.14
00644,H,SERAFÍN,1104,0.14
00645,M,CATERINA,1101,0.14
00646,H,ION,1098,0.14
00647,H,TEODORO,1091,0.14
00648,M,DÚNIA/DUNIA,1090,0.14
00649,M,LLUÏSA,1088,0.14
00650,M,TEODORA,1087,0.14
00651,H,DRISS,1086,0.14
00652,M,IMAN,1084,0.14
00653,M,IKRAM,1081,0.14
00653,H,JUSTO,1081,0.14
00653,H,ZAKARIA,1081,0.14
00656,M,MARISOL,1080,0.14
00657,H,SAÜL/SAÚL,1077,0.14
00658,H,MARCELO,1073,0.14
00659,H,DIONISIO,1071,0.14
00660,H,EMILI,1070,0.14
00660,M,MARIA EULÀLIA/MARÍA EULALIA,1070,0.14
00662,M,SIRA,1069,0.14
00663,M,SABINA,1066,0.14
00664,M,IVETTE,1065,0.14
00665,M,ARANTXA,1064,0.14
00666,H,CÁNDIDO,1058,0.14
00667,H,JOFRE,1053,0.14
00668,M,MARWA,1049,0.14
00668,M,PAULINA,1049,0.14
00670,M,CLOÈ/CLOE,1048,0.14
00671,H,IBRAHIMA,1046,0.14
00672,M,FATIMA ZOHRA,1045,0.14
00673,M,MARIA REMEDIOS/MARÍA REMEDIOS,1044,0.14
00674,M,GENOVEVA,1042,0.14
00675,M,FATOUMATA,1040,0.14
00676,H,IMRAN,1039,0.14
00677,M,SOUAD,1037,0.13
00678,M,AMAL,1031,0.13
00679,H,JOAN ANTONI,1027,0.13
00679,H,NOEL,1027,0.13
00681,H,ALONSO,1024,0.13
00682,M,MARIA ASSUMPCIÓ,1023,0.13
00683,M,DÈBORA/DÉBORA,1021,0.13
00684,H,NÈSTOR/NÉSTOR,1020,0.13
00685,H,ABDERRAHIM,1018,0.13
00685,H,EMILIANO,1018,0.13
00687,M,REMEI,1015,0.13
00688,M,MIREYA,1010,0.13
00689,M,CORAL,1005,0.13
00690,M,ESMERALDA,1003,0.13
00690,M,NAJAT,1003,0.13
00692,H,SAMIR,1002,0.13
00693,M,DINA,999,0.13
00694,M,MARIA GRÀCIA/MARÍA GRACIA,996,0.13
00695,H,ALFONS,995,0.13
00695,M,EDURNE,995,0.13
00695,H,FREDERIC,995,0.13
00695,H,JUAN MARIA/JUAN MARÍA,995,0.13
00695,M,ÀGUEDA/ÁGUEDA,995,0.13
00700,M,HAFIDA,994,0.13
00701,M,CINTA,990,0.13
00701,H,SANTOS,990,0.13
00701,M,ZAHRA,990,0.13
00704,H,ADIL,987,0.13
00705,H,JOSÉ ALBERTO,985,0.13
00705,H,ROGELIO,985,0.13
00707,M,LILIANA,984,0.13
00708,M,FLORÈNCIA/FLORENCIA,983,0.13
00708,H,MÀRIUS,983,0.13
00710,M,FELICIDAD,982,0.13
00711,M,HANAN,978,0.13
00712,M,MELÀNIA/MELANIA,977,0.13
00713,M,JAMILA,966,0.13
00713,H,JOSÉ ENRIQUE,966,0.13
00715,H,AZIZ,965,0.13
00715,H,THIAGO,965,0.13
00717,H,DEREK,963,0.13
00717,H,JOSUÈ/JOSUÉ,963,0.13
00719,H,MODESTO,962,0.13
00720,H,LEANDRO,957,0.12
00721,H,JUAN IGNACIO,956,0.12
00722,H,RAIMON/RAIMÓN,953,0.12
00723,H,JESÚS MARIA/JESÚS MARIÀ/JESÚS MARÍA,951,0.12
00724,M,LETÍCIA/LETICIA,949,0.12
00725,M,ALINA,948,0.12
00726,M,ALMUDENA,947,0.12
00727,M,RAHMA,946,0.12
00728,H,ALESSANDRO,943,0.12
00729,H,MAURO,941,0.12
00730,H,MIQUEL ÀNGEL/MIQUEL ÁNGEL,940,0.12
00731,H,IGOR,938,0.12
00732,M,SIHAM,935,0.12
00733,H,YAGO,931,0.12
00734,H,CARLOS JAVIER,929,0.12
00735,H,JON,928,0.12
00736,M,MARIA ESPERANZA/MARÍA ESPERANZA,926,0.12
00737,M,CARIDAD,919,0.12
00737,H,ROSENDO,919,0.12
00739,H,LIAM,915,0.12
00740,M,SALVADORA,914,0.12
00741,M,MISERICÒRDIA/MISERICORDIA,912,0.12
00741,M,VIRTUDES,912,0.12
00743,M,BENITA,911,0.12
00744,M,DÈLIA/DELIA,905,0.12
00745,M,JOAQUIMA,902,0.12
00746,M,KAREN,900,0.12
00746,M,MARIA ALEJANDRA/MARÍA ALEJANDRA,900,0.12
00746,M,MICAELA,900,0.12
00749,H,JOSÉ VICENTE,898,0.12
00749,M,SVETLANA,898,0.12
00751,H,GASPAR,897,0.12
00751,M,MARIA INÉS/MARÍA INÉS,897,0.12
00753,H,EZEQUIEL,896,0.12
00754,M,MARIA CONSUELO,894,0.12
00754,H,YOUNES,894,0.12
00756,H,MAURICIO,891,0.12
00756,H,RAMIRO,891,0.12
00758,M,ELOÏSA/ELOÍSA,890,0.12
00759,M,ANASTÀSIA/ANASTASIA,889,0.12
00760,M,CAMILA,888,0.12
00761,M,GRÀCIA/GRACIA,886,0.12
00761,M,HAYAT,886,0.12
00763,M,ANGUSTIAS,884,0.11
00763,M,ÚRSULA,884,0.11
00765,H,JAIRO,883,0.11
00765,H,NABIL,883,0.11
00767,H,ANTONIO JESÚS,882,0.11
00767,H,JUAN DE DIOS,882,0.11
00769,H,ILDEFONSO,881,0.11
00770,M,MARCELINA,879,0.11
00771,M,SARAI,875,0.11
00772,H,LUCIANO,870,0.11
00773,H,JOSÉ JUAN,869,0.11
00774,M,TOMASA,862,0.11
00775,H,ANTON/ANTÓN,861,0.11
00775,H,CONSTANTIN,861,0.11
00777,M,ENGRACIA,858,0.11
00778,H,MICHAEL,854,0.11
00779,H,MAGÍ,850,0.11
00780,H,NOAH,849,0.11
00781,M,IMANE,846,0.11
00781,H,RAFEL,846,0.11
00783,M,PALOMA,843,0.11
00784,H,FAUSTINO,834,0.11
00785,H,GIL,833,0.11
00786,M,MARYAM,828,0.11
00787,H,IÑAKI,826,0.11
00787,H,MHAMED,826,0.11
00789,M,VISITACIÓN,823,0.11
00790,H,FRANCISCO ANTONIO,821,0.11
00791,M,LUNA,818,0.11
00792,H,ARMAND,814,0.11
00793,H,JOSEP RAMON,812,0.11
00793,M,VEGA,812,0.11
00795,M,MARIA MANUELA/MARÍA MANUELA,807,0.10
00796,H,ABDERRAHMAN,805,0.10
00796,M,PATROCINIO,805,0.10
00798,M,MARIA ASSUMPTA,804,0.10
00799,M,MARCELA,802,0.10
00800,H,IBAN,801,0.10
00800,H,PEDRO LUIS,801,0.10
00802,H,JOAN MARIA/JOAN MARÍA,800,0.10
00803,M,MARIA DELS ÀNGELS,799,0.10
00804,M,GRISELDA,797,0.10
00805,M,VINYET,796,0.10
00805,M,ZAIRA,796,0.10
00807,H,ABDELILAH,795,0.10
00808,M,MIHAELA,794,0.10
00809,M,HALIMA,791,0.10
00809,M,MARÍA MILAGROS,791,0.10
00811,M,SARAH,790,0.10
00812,M,BIBIANA,789,0.10
00813,H,AMIR,788,0.10
00814,M,ASTRID,783,0.10
00815,M,TERESA MARIA/TERESA MARÍA,781,0.10
00816,H,NICOLAE,780,0.10
00817,M,EVELYN,778,0.10
00817,M,MARÍA YOLANDA,778,0.10
00819,M,FUENSANTA,777,0.10
00819,H,JOAN RAMON/JOAN RAMÓN,777,0.10
00819,M,ÀUREA/ÁUREA,777,0.10
00822,M,MARIA CONCEPCIÓ,774,0.10
00823,M,AVELINA,772,0.10
00823,H,MOSTAFA,772,0.10
00825,H,CARLOS MANUEL,769,0.10
00826,M,ARIANA,766,0.10
00827,H,LAHCEN,765,0.10
00827,H,RAIMUNDO,765,0.10
00829,M,LOUBNA,764,0.10
00829,H,MATEU,764,0.10
00831,M,MARIA ESTER/MARÍA ESTER,763,0.10
00832,H,CLEMENTE,762,0.10
00832,H,WALID,762,0.10
00834,H,ACHRAF,761,0.10
00835,M,CARMEN MARIA/CARMEN MARÍA,758,0.10
00835,M,JACINTA,758,0.10
00837,M,MAIA,756,0.10
00838,M,CONSOL,755,0.10
00839,M,SABRINA,754,0.10
00840,M,YOUSRA,752,0.10
00841,M,ASMAE,750,0.10
00842,H,ILYAS,745,0.10
00843,H,FABIO,741,0.10
00843,H,MANUEL JESÚS,741,0.10
00845,M,MARIA LAURA/MARÍA LAURA,740,0.10
00846,M,ISONA,739,0.10
00847,M,FÀTIMA ZAHRA/FÁTIMA ZAHRA,736,0.10
00848,M,SANAE,735,0.10
00849,H,LUIS MANUEL,734,0.10
00850,H,GORKA,730,0.09
00851,H,EMILIO JOSÉ,729,0.09
00852,H,MARIAN,727,0.09
00852,H,OUSSAMA,727,0.09
00854,M,GRETA,726,0.09
00854,H,VALENTÍ,726,0.09
00856,H,JUAN DIEGO,725,0.09
00857,M,DÀMARIS/DÁMARIS/DAMARIS,724,0.09
00857,M,YANIRA,724,0.09
00859,M,BRIGIDA/BRÍGIDA,723,0.09
00859,M,IRYNA,723,0.09
00861,M,MARIA BLANCA/MARÍA BLANCA,720,0.09
00861,H,MARK,720,0.09
00863,M,DELFINA,717,0.09
00864,M,AZAHARA,714,0.09
00865,M,FATNA,712,0.09
00866,H,JUAN JESÚS,710,0.09
00867,H,ALFRED,709,0.09
00867,H,ANDREA,709,0.09
00869,H,JUAN ANDRÉS,708,0.09
00870,H,FABIÁN,707,0.09
00871,H,ANDREI,704,0.09
00871,M,EKATERINA,704,0.09
00873,H,ALEXANDRU,703,0.09
00873,M,CARINA,703,0.09
00873,H,MUSA,703,0.09
00876,H,CAYETANO,702,0.09
00876,H,PAÜL/PAÚL,702,0.09
00876,H,VLADIMIR,702,0.09
00879,H,LUIS ANTONIO,699,0.09
00880,H,JOSÉ DAVID,698,0.09
00881,M,CHAIMAE,697,0.09
00881,M,KAOUTAR,697,0.09
00883,H,NOUREDDINE,695,0.09
00884,M,CONSOLACION,694,0.09
00885,H,ARITZ,692,0.09
00885,M,BIENVENIDA,692,0.09
00887,M,ALFONSA,691,0.09
00887,H,AMADOU,691,0.09
00889,H,OT,690,0.09
00890,M,AMIRA,688,0.09
00890,M,ARÀNZAZU/ARÁNZAZU/ARANZAZU,688,0.09
00890,M,CLOTILDE,688,0.09
00893,M,ÀNGELA MARIA/ÁNGELA MARÍA,686,0.09
00894,H,ABDOULAYE,684,0.09
00895,H,LUIS ENRIQUE,680,0.09
00896,H,FRANCESCO,679,0.09
00896,M,MARIAMA,679,0.09
00896,H,MOURAD,679,0.09
00899,H,ELADIO,677,0.09
00899,H,FLORIN,677,0.09
00901,H,ABDELLATIF,674,0.09
00902,M,ELNA,673,0.09
00902,M,FARAH,673,0.09
00902,H,FOUAD,673,0.09
00902,M,MARIA JÚLIA/MARÍA JULIA,673,0.09
00906,H,GUIM,672,0.09
00907,H,ABDELKARIM,670,0.09
00908,H,DOMÈNEC,668,0.09
00908,M,HABIBA,668,0.09
00910,M,OLENA,667,0.09
00911,H,DAMIÀ,666,0.09
00911,H,OLEKSANDR,666,0.09
00913,M,DANA,664,0.09
00914,M,MARÍA REYES,662,0.09
00915,M,ANTONIA MARIA,660,0.09
00916,H,ADÁN,659,0.09
00916,H,PAULINO,659,0.09
00916,H,VOLODYMYR,659,0.09
00919,H,BALTASAR,658,0.09
00919,H,TARIK,658,0.09
00921,H,CELESTINO,657,0.09
00921,M,SAMARA,657,0.09
00923,H,MIKEL,656,0.09
00923,M,SEBASTIANA,656,0.09
00925,H,IMAD,651,0.08
00926,H,AKRAM,650,0.08
00927,H,JULIÀ,649,0.08
00928,H,EUGENI,646,0.08
00928,H,FELICIANO,646,0.08
00930,H,FRANCISCO MIGUEL,645,0.08
00931,M,PAQUITA,644,0.08
00932,H,AMIN,643,0.08
00932,M,MINERVA,643,0.08
00932,M,ZAIDA,643,0.08
00935,M,ANA CRISTINA,642,0.08
00936,H,EVARISTO,641,0.08
00936,M,GERTRUDIS,641,0.08
00936,M,MODESTA,641,0.08
00939,H,HILARIO,640,0.08
00939,M,MINA,640,0.08
00941,H,ABDUL,638,0.08
00941,M,LORENZA,638,0.08
00941,H,MANUEL ÀNGEL/MANUEL ÁNGEL,638,0.08
00944,H,PEDRO MANUEL,636,0.08
00945,H,PEP,634,0.08
00946,H,CECILIO,632,0.08
00946,M,FELIPA,632,0.08
00948,M,LEILA,631,0.08
00948,H,OLEGUER,631,0.08
00950,M,AZIZA,627,0.08
00950,H,MANUEL ANTONIO,627,0.08
00952,H,JOSÉ JOAQUÍN,625,0.08
00952,M,NOUR,625,0.08
00954,M,ISIDORA,623,0.08
00954,M,JUSTA,623,0.08
00956,M,MELANIE,622,0.08
00957,M,ANGÈLICA/ANGÉLICA,621,0.08
00957,M,ASSUMPCIÓ,621,0.08
00959,H,JESÚS MANUEL,619,0.08
00959,M,YAMINA,619,0.08
00961,H,JOSÉ ANDRÉS,617,0.08
00962,H,BERNABÈ/BERNABÉ,616,0.08
00963,H,YAHYA,614,0.08
00964,H,IAGO,613,0.08
00964,M,NATALIYA,613,0.08
00964,H,PATRICIO,613,0.08
00967,M,ISABELLA,611,0.08
00967,M,JULIETA,611,0.08
00967,M,OKSANA,611,0.08
00967,M,SAGRARIO,611,0.08
00971,H,BRYAN,606,0.08
00972,H,BASILIO,604,0.08
00973,M,ANA ROSA,601,0.08
00973,H,EL HASSAN,601,0.08
00975,M,CANDELÀRIA/CANDELARIA,599,0.08
00975,H,JOSÉ ORIOL,599,0.08
00977,H,JOSÉ DANIEL,593,0.08
00978,H,FARID,592,0.08
00978,M,MARIA EVA/MARÍA EVA,592,0.08
00980,M,MARAVILLAS,591,0.08
00981,H,JOAN MARC,590,0.08
00981,H,VICENS,590,0.08
00983,M,KARINA,589,0.08
00983,M,MICHELLE,589,0.08
00985,M,RABIA,587,0.08
00985,H,STEFAN,587,0.08
00987,M,AURA,586,0.08
00987,M,PRESENTACIÓN,586,0.08
00987,H,SOUFIANE,586,0.08
00990,M,BIANCA,585,0.08
00991,M,BALBINA,584,0.08
00991,M,DAVÍNIA/DAVINIA,584,0.08
00991,M,ILHAM,584,0.08
00991,H,OCTAVIO,584,0.08
00995,M,MARIA AURORA/MARÍA AURORA,581,0.08
00995,M,NOURA,581,0.08
00995,H,RODOLFO,581,0.08
00998,M,GIULIA,580,0.08
00998,M,MARIA CLARA/MARÍA CLARA,580,0.08
00998,H,OUSMANE,580,0.08
01001,H,CAMILO,579,0.08
01001,H,KAMAL,579,0.08
01003,M,DARIA/DARÍA,578,0.08
01004,H,ANOUAR,577,0.07
01004,M,LUCIANA,577,0.07
01006,H,MARCIAL,576,0.07
01007,H,LAUREANO,575,0.07
01007,H,MOUNIR,575,0.07
01009,H,CARLOS ENRIQUE,574,0.07
01009,H,LUIS CARLOS,574,0.07
01011,H,SATURNINO,573,0.07
01012,H,JUAN DAVID,571,0.07
01012,M,MARIA LUCÍA/MARÍA LUCÍA,571,0.07
01014,H,ELISEO,569,0.07
01014,M,GUILLERMINA,569,0.07
01016,H,BIENVENIDO,568,0.07
01017,H,FLORENTINO,567,0.07
01017,M,MERIEM,567,0.07
01019,M,MARIA ELISA/MARÍA ELISA,563,0.07
01019,H,MÀXIM,563,0.07
01021,M,GAL LA,562,0.07
01022,H,MANUEL JOSÉ,561,0.07
01023,M,NAHIA,560,0.07
01024,M,FARIDA,559,0.07
01025,M,SIMONA,558,0.07
01026,H,RICHARD,556,0.07
01027,M,ABIGAÏL/ABIGAIL,555,0.07
01028,H,CONRADO,554,0.07
01028,H,JOAN FRANCESC,554,0.07
01028,M,MARIA ESTRELLA/MARÍA ESTRELLA,554,0.07
01031,H,MOHAMED AMIN,553,0.07
01032,H,JUAN ALBERTO,552,0.07
01033,M,ZINEB,551,0.07
01034,M,MARIA CECÍLIA/MARÍA CECILIA,549,0.07
01034,H,ÀNGEL LUIS/ÁNGEL LUIS,549,0.07
01036,H,JOSÉ FERNANDO,548,0.07
01036,M,RUFINA,548,0.07
01038,M,IRMA,547,0.07
01038,M,JACQUELINE,547,0.07
01040,H,ILÍAS,546,0.07
01040,M,SALUD,546,0.07
01042,M,FADMA,545,0.07
01042,H,IU/ÏU,545,0.07
01042,M,LUISA MARIA/LUISA MARÍA,545,0.07
01042,H,VALERIANO,545,0.07
01046,M,DIONISIA,544,0.07
01047,H,EBRIMA,543,0.07
01047,H,JORGE JUAN,543,0.07
01047,M,ROSANA,543,0.07
01050,M,CHIARA,542,0.07
01051,H,DAN,541,0.07
01052,M,HOUDA,540,0.07
01053,M,AMINATA,539,0.07
01053,M,HIBA,539,0.07
01055,M,ARAN/ARÁN,538,0.07
01055,H,JACOB,538,0.07
01055,H,RUFINO,538,0.07
01055,M,SVITLANA,538,0.07
01059,H,GIOVANNI,535,0.07
01060,M,MAYA,534,0.07
01061,M,DOMINGA,533,0.07
01062,M,OTÍLIA/OTILIA,530,0.07
01062,M,SERAFINA,530,0.07
01064,M,SAFAE,529,0.07
01065,H,ANTONIO LUIS,528,0.07
01066,H,CONSTANTINO,527,0.07
01066,H,FRANCISCO JESÚS,527,0.07
01066,H,MIHAI,527,0.07
01069,M,MARIA ASCENSION,524,0.07
01070,M,ÀGATA/ÁGATA,523,0.07
01071,M,CONXITA,522,0.07
01071,H,JOAN MANEL,522,0.07
01071,H,JULI,522,0.07
01074,H,NIZAR,521,0.07
01074,H,ROBERTO CARLOS,521,0.07
01076,H,AVELINO,520,0.07
01077,H,ANSELMO,517,0.07
01077,M,INOCÈNCIA/INOCENCIA,517,0.07
01079,H,ABDELHAMID,516,0.07
01080,M,HAKIMA,514,0.07
01080,M,MARIA GUADALUPE/MARÍA GUADALUPE,514,0.07
01082,M,MARIA GABRIELA/MARÍA GABRIELA,513,0.07
01083,M,FELICIANA,512,0.07
01083,M,HAFSA,512,0.07
01083,M,MARIA ARACELI/MARÍA ARACELI,512,0.07
01083,M,NABILA,512,0.07
01087,M,AZUCENA,511,0.07
01087,M,LORETO,511,0.07
01087,H,VÍCTOR HUGO,511,0.07
01090,M,MARÍA JUANA,510,0.07
01091,H,AUGUSTO,509,0.07
01091,H,GIUSEPPE,509,0.07
01091,H,IBAI,509,0.07
01091,H,LEOPOLDO,509,0.07
01095,H,PATRICK,508,0.07
01096,H,CARLOS JOSÉ,507,0.07
01097,M,NORMA,506,0.07
01097,M,OBDULIA,506,0.07
01097,H,STEFANO,506,0.07
01100,H,JACINT,505,0.07
01100,M,LUA,505,0.07
01102,H,ABDELHAK,504,0.07
01102,H,ANDER,504,0.07
01102,M,FRANCINA,504,0.07
01102,M,MARIA DE LAS NIEVES/MARÍA DE LAS NIEVES,504,0.07
01102,M,RÀNIA/RANIA,504,0.07
01102,H,URIEL,504,0.07
01108,H,AMADEU,502,0.07
01108,M,CONCHITA,502,0.07
01110,M,DAFNE,501,0.07
01110,M,FABIOLA,501,0.07
01110,H,JUAN ENRIQUE,501,0.07
01113,H,CARLOS ANDRÉS,499,0.06
01114,M,MARIA DEL ROCÍO/MARÍA DEL ROCÍO,498,0.06
01115,M,DUNA,497,0.06
01115,M,YLÈNIA/YLENIA,497,0.06
01117,M,LLUNA,496,0.06
01117,M,NANCY,496,0.06
01119,H,SAAD,495,0.06
01120,H,ANTONIO MIGUEL,493,0.06
01120,M,ASSUMPTA,493,0.06
01120,M,JANNAT,493,0.06
01120,M,MARIA JOSEP,493,0.06
01120,H,MATTEO,493,0.06
01125,H,CARLOS EDUARDO,492,0.06
01125,H,CASIMIRO,492,0.06
01125,H,DEMETRIO,492,0.06
01125,M,EMILIANA,492,0.06
01125,H,MELCHOR,492,0.06
01125,M,MIGUELA,492,0.06
01125,M,ROSA ANA,492,0.06
01132,M,INÉS MARÍA,491,0.06
01133,H,BUENAVENTURA,490,0.06
01134,M,MELISSA,489,0.06
01135,H,CÈSAR AUGUSTO/CÉSAR AUGUSTO,488,0.06
01136,M,ELENA MARIA/ELENA MARÍA,486,0.06
01137,M,FATOU,485,0.06
01137,M,MARIA PURIFICACIÓN/MARÍA PURIFICACIÓN,485,0.06
01139,H,GUIU,484,0.06
01140,M,EDITH,483,0.06
01140,H,FERNANDO JOSÉ,483,0.06
01140,M,MYRIAM,483,0.06
01143,M,SOUKAINA,482,0.06
01143,H,THOMAS,482,0.06
01145,M,CELESTINA,481,0.06
01146,M,SACRAMENTO,480,0.06
01147,H,LUIS JAVIER,478,0.06
01148,H,SOUFIAN,477,0.06
01148,M,YASMINE,477,0.06
01150,H,DANI,476,0.06
01150,H,ROQUE/ROQUÉ,476,0.06
01152,H,BERNARDINO,475,0.06
01152,H,LUÍS EDUARDO,475,0.06
01154,H,BALDOMERO,474,0.06
01154,H,JOSHUA,474,0.06
01154,H,MAXIMILIANO,474,0.06
01157,M,LAURA MARIA/LAURA MARÍA,472,0.06
01157,H,SEGUNDO,472,0.06
01159,M,FIONA,471,0.06
01160,H,JAOUAD,470,0.06
01160,H,KAI,470,0.06
01160,M,NAGORE,470,0.06
01163,M,ILUMINADA,469,0.06
01164,H,DUMITRU,468,0.06
01164,M,SALIMA,468,0.06
01164,M,SAMIA,468,0.06
01167,H,ABDELALI,467,0.06
01167,M,MARÍA DEL VALLE,467,0.06
01167,M,SALOMÉ,467,0.06
01170,M,ARIANNA,463,0.06
01170,H,JOAN MANUEL,463,0.06
01170,M,NAOUAL,463,0.06
01173,H,ANDRÉS FELIPE,462,0.06
01174,H,LÁZARO,461,0.06
01174,M,MACARENA,461,0.06
01174,H,VASYL,461,0.06
01177,M,FERMINA,460,0.06
01177,M,IOLANDA,460,0.06
01177,M,MARIA DE LAS MERCEDES/MARÍA DE LAS MERCEDES,460,0.06
01180,M,JANNA,459,0.06
01180,H,PLÁCIDO,459,0.06
01182,H,EMMANUEL,456,0.06
01182,M,RAIMUNDA,456,0.06
01184,H,LUIS ÀNGEL,455,0.06
01184,H,SAMI,455,0.06
01186,H,JUAN SEBASTIÁN,454,0.06
01186,H,YOUNESS,454,0.06
01188,H,AMINE,452,0.06
01188,H,ANASS,452,0.06
01188,M,ASMA,452,0.06
01188,H,MOUSTAPHA,452,0.06
01188,M,NICOLETA,452,0.06
01193,H,ADNAN,451,0.06
01193,M,BASMA,451,0.06
01195,M,AISHA,450,0.06
01195,M,SOCORRO,450,0.06
01197,M,IVANA,449,0.06
01198,M,HAWA,447,0.06
01198,M,MARTHA,447,0.06
01198,H,RAMON MARIA/RAMÓN MARÍA,447,0.06
01201,M,ALBA MARIA/ALBA MARÍA,446,0.06
01201,M,HOURIA,446,0.06
01201,H,JUAN VICENTE,446,0.06
01201,M,PAMELA,446,0.06
01205,H,YASSIR,444,0.06
01206,M,YULIA,443,0.06
01207,H,ABDELMAJID,442,0.06
01207,H,ABDERRAHMANE,442,0.06
01207,H,ABDESSAMAD,442,0.06
01207,M,MARIYA,442,0.06
01211,M,BRENDA,441,0.06
01211,M,IDOIA,441,0.06
01211,H,NOÈ/NOÉ,441,0.06
01211,H,OCTAVI,441,0.06
01215,M,JOANNA,438,0.06
01216,H,OLEG,436,0.06
01216,M,WIAM,436,0.06
01218,M,MARIA SOL/MARÍA SOL,435,0.06
01218,H,SAMBA,435,0.06
01220,M,MARIA ANGUSTIAS,434,0.06
01220,M,TANIT,434,0.06
01222,M,MARIAN,432,0.06
01222,M,MARÍA ROCÍO,432,0.06
01222,M,NAOMI,432,0.06
01225,M,FADOUA,431,0.06
01226,M,ASSIA,430,0.06
01226,M,LUZ MARIA/LUZ MARÍA,430,0.06
01226,M,LUZ MARINA,430,0.06
01226,M,MAGALÍ,430,0.06
01230,H,BAKARY,429,0.06
01230,M,MANAL,429,0.06
01232,M,IOANA,428,0.06
01232,M,IONA,428,0.06
01234,H,ANTONIO FRANCISCO,427,0.06
01234,M,FAUSTINA,427,0.06
01234,H,JORGE ALBERTO,427,0.06
01234,M,MARIA AUXILIADORA,427,0.06
01238,H,JOSÉ GABRIEL,426,0.06
01238,M,NICOLASA,426,0.06
01240,H,LAMIN,425,0.06
01240,M,TETYANA,425,0.06
01242,M,DÀLIA/DALIA,424,0.06
01243,H,ANTONIO JAVIER,422,0.05
01244,M,IGNACIA,421,0.05
01244,M,MARA,421,0.05
01244,M,MARISA,421,0.05
01247,M,ROXANA,420,0.05
01248,H,ALEJO,419,0.05
01248,H,ARIEL,419,0.05
01250,H,JORGE ANTONIO,418,0.05
01250,M,TRINITAT,418,0.05
01252,H,ADAMA,417,0.05
01252,M,ALESSANDRA,417,0.05
01252,H,BOUBACAR,417,0.05
01252,H,BRU,417,0.05
01256,M,JOSEFA MARIA,416,0.05
01256,M,SOUMIA,416,0.05
01258,M,FELICITAS,415,0.05
01258,H,GUSTAVO ADOLFO,415,0.05
01258,H,PEDRO MIGUEL,415,0.05
01261,H,PETER,414,0.05
01262,M,MARIA OLGA/MARÍA OLGA,413,0.05
01262,M,RIM,413,0.05
01262,H,SERGEY,413,0.05
01265,M,GALINA,412,0.05
01265,M,JANIRA,412,0.05
01265,H,JOSEP MANEL,412,0.05
01268,M,CÍNTIA/CINTIA,411,0.05
01268,M,DOUNIA,411,0.05
01268,H,REDOUAN,411,0.05
01271,H,MANUEL ALEJANDRO,410,0.05
01271,H,OUMAR,410,0.05
01271,H,PAOLO,410,0.05
01274,M,EUSEBIA,409,0.05
01275,H,JUAN GABRIEL,406,0.05
01276,M,DÀNAE/DÁNAE/DANAE,405,0.05
01277,H,CARLOS ANTONIO,404,0.05
01277,M,GRACIELA,404,0.05
01279,H,ALAIN,403,0.05
01279,H,MARCOS ANTONIO,403,0.05
01279,M,ROMINA,403,0.05
01282,M,EVANGELINA,402,0.05
01282,H,JOSEP MIQUEL,402,0.05
01284,M,IBTISSAM,401,0.05
01284,M,KAWTAR,401,0.05
01284,H,REDA,401,0.05
01287,H,FRANCISCO LUIS,400,0.05
01288,H,CIPRIANO,399,0.05
01288,H,GUIFRÉ,399,0.05
01288,M,JANET,399,0.05
01288,M,MIMOUNT,399,0.05
01292,M,CARMEN ROSA,398,0.05
01293,H,FELIP,397,0.05
01293,H,JACOBO,397,0.05
01295,M,MARÍA PIEDAD,396,0.05
01295,M,OUMAÏMA/OUMAIMA,396,0.05
01297,H,JOSÉ PEDRO,395,0.05
01297,M,LAYLA,395,0.05
01299,M,HIND,394,0.05
01299,H,RENÉ,394,0.05
01301,M,ALBERTA,393,0.05
01301,H,GEORGE,393,0.05
01301,M,MARIA ARÀNZAZU/MARÍA ARÁNZAZU,393,0.05
01301,M,TOURIA,393,0.05
01305,H,LUIS MARIA/LUIS MARÍA/LUIS MARIÀ,392,0.05
01305,M,MARIA IMMACULADA,392,0.05
01305,H,OTMAN,392,0.05
01308,M,NARCISA,391,0.05
01309,M,LENA,390,0.05
01309,M,LIUDMILA,390,0.05
01311,M,AMAIA,389,0.05
01312,H,ANDRIY,388,0.05
01313,H,JUAN ÀNGEL/JUAN ÁNGEL,387,0.05
01313,M,OLGA MARIA/OLGA MARÍA,387,0.05
01315,H,FRANK,386,0.05
