TipusCasData,RegioSanitariaCodi,RegioSanitariaDescripcio,EdatRang,SexeCodi,SexeDescripcio,TipusCasDescripcio,NumCasos
12/04/2020,67,Catalunya Central,60-69,0,Home,Positiu,6
12/04/2020,64,Girona,50-59,1,Dona,Sospitós,3
12/04/2020,61,Lleida,0-9,0,Home,Sospitós,2
12/04/2020,62,Camp de Tarragona,10-19,1,Dona,Sospitós,1
12/04/2020,61,Lleida,30-39,1,Dona,Sospitós,7
12/04/2020,63,Terres de l'Ebre,70-79,1,Dona,Sospitós,9
12/04/2020,61,Lleida,80-89,1,Dona,Positiu,5
12/04/2020,62,Camp de Tarragona,30-39,1,Dona,Positiu,3
12/04/2020,67,Catalunya Central,90+,0,Home,Positiu,2
12/04/2020,62,Camp de Tarragona,0-9,1,Dona,Sospitós,1
12/04/2020,64,Girona,80-89,0,Home,Positiu,3
12/04/2020,64,Girona,60-69,1,Dona,Positiu,3
12/04/2020,67,Catalunya Central,60-69,0,Home,Sospitós,7
12/04/2020,64,Girona,40-49,1,Dona,Positiu,7
12/04/2020,71,Alt Pirineu i Aran,80-89,1,Dona,Sospitós,1
12/04/2020,64,Girona,0-9,0,Home,Sospitós,3
12/04/2020,00,No classificat,50-59,0,Home,Sospitós,1
12/04/2020,00,No classificat,30-39,1,Dona,Sospitós,2
12/04/2020,00,No classificat,0-9,1,Dona,Sospitós,1
12/04/2020,00,No classificat,40-49,1,Dona,Sospitós,1
12/04/2020,00,No classificat,20-29,1,Dona,Sospitós,2
12/04/2020,00,No classificat,30-39,0,Home,Sospitós,1
13/04/2020,78,Barcelona,40-49,0,Home,Sospitós,107
13/04/2020,78,Barcelona,30-39,1,Dona,Positiu,31
13/04/2020,78,Barcelona,60-69,0,Home,Sospitós,58
13/04/2020,78,Barcelona,20-29,1,Dona,Positiu,34
13/04/2020,78,Barcelona,90+,0,Home,Sospitós,62
13/04/2020,64,Girona,40-49,1,Dona,Sospitós,11
13/04/2020,78,Barcelona,40-49,1,Dona,Positiu,60
13/04/2020,78,Barcelona,80-89,1,Dona,Sospitós,219
13/04/2020,78,Barcelona,30-39,0,Home,Positiu,18
13/04/2020,78,Barcelona,70-79,0,Home,Sospitós,81
13/04/2020,78,Barcelona,50-59,1,Dona,Positiu,62
13/04/2020,62,Camp de Tarragona,40-49,1,Dona,Positiu,1
13/04/2020,78,Barcelona,50-59,0,Home,Positiu,45
13/04/2020,78,Barcelona,70-79,1,Dona,Positiu,35
13/04/2020,64,Girona,60-69,0,Home,Sospitós,10
13/04/2020,67,Catalunya Central,90+,1,Dona,Sospitós,9
13/04/2020,62,Camp de Tarragona,70-79,1,Dona,Positiu,2
13/04/2020,78,Barcelona,80-89,0,Home,Positiu,27
13/04/2020,61,Lleida,40-49,1,Dona,Sospitós,15
13/04/2020,62,Camp de Tarragona,80-89,1,Dona,Sospitós,2
13/04/2020,78,Barcelona,30-39,1,Dona,Sospitós,121
13/04/2020,67,Catalunya Central,80-89,1,Dona,Sospitós,7
13/04/2020,78,Barcelona,50-59,1,Dona,Sospitós,124
13/04/2020,78,Barcelona,90+,1,Dona,Positiu,45
13/04/2020,78,Barcelona,60-69,0,Home,Positiu,32
13/04/2020,78,Barcelona,40-49,1,Dona,Sospitós,153
13/04/2020,67,Catalunya Central,90+,0,Home,Sospitós,1
13/04/2020,62,Camp de Tarragona,40-49,1,Dona,Sospitós,8
13/04/2020,62,Camp de Tarragona,70-79,0,Home,Sospitós,6
13/04/2020,78,Barcelona,70-79,1,Dona,Sospitós,81
13/04/2020,78,Barcelona,20-29,0,Home,Sospitós,31
13/04/2020,78,Barcelona,20-29,1,Dona,Sospitós,105
13/04/2020,67,Catalunya Central,70-79,0,Home,Positiu,7
13/04/2020,67,Catalunya Central,30-39,0,Home,Sospitós,6
13/04/2020,67,Catalunya Central,60-69,1,Dona,Sospitós,5
13/04/2020,67,Catalunya Central,90+,1,Dona,Positiu,13
13/04/2020,67,Catalunya Central,20-29,1,Dona,Positiu,3
13/04/2020,64,Girona,50-59,1,Dona,Sospitós,9
13/04/2020,67,Catalunya Central,50-59,0,Home,Sospitós,8
13/04/2020,78,Barcelona,90+,1,Dona,Sospitós,194
13/04/2020,67,Catalunya Central,20-29,1,Dona,Sospitós,8
13/04/2020,78,Barcelona,70-79,0,Home,Positiu,25
13/04/2020,78,Barcelona,80-89,1,Dona,Positiu,69
13/04/2020,78,Barcelona,50-59,0,Home,Sospitós,69
13/04/2020,67,Catalunya Central,30-39,1,Dona,Sospitós,11
13/04/2020,67,Catalunya Central,40-49,0,Home,Sospitós,15
13/04/2020,67,Catalunya Central,70-79,1,Dona,Positiu,2
13/04/2020,67,Catalunya Central,80-89,1,Dona,Positiu,10
13/04/2020,78,Barcelona,90+,0,Home,Positiu,20
13/04/2020,67,Catalunya Central,40-49,1,Dona,Sospitós,10
13/04/2020,67,Catalunya Central,20-29,0,Home,Sospitós,4
13/04/2020,67,Catalunya Central,50-59,1,Dona,Positiu,10
13/04/2020,64,Girona,60-69,1,Dona,Sospitós,6
13/04/2020,64,Girona,70-79,1,Dona,Sospitós,7
13/04/2020,00,No classificat,30-39,1,Dona,Positiu,10
13/04/2020,61,Lleida,90+,1,Dona,Sospitós,6
13/04/2020,64,Girona,30-39,1,Dona,Sospitós,8
13/04/2020,00,No classificat,30-39,0,Home,Positiu,10
13/04/2020,78,Barcelona,30-39,0,Home,Sospitós,77
13/04/2020,78,Barcelona,60-69,1,Dona,Sospitós,56
13/04/2020,78,Barcelona,40-49,0,Home,Positiu,24
13/04/2020,64,Girona,50-59,0,Home,Sospitós,10
13/04/2020,61,Lleida,70-79,1,Dona,Sospitós,3
13/04/2020,61,Lleida,90+,0,Home,Sospitós,1
13/04/2020,67,Catalunya Central,60-69,0,Home,Sospitós,8
13/04/2020,61,Lleida,80-89,1,Dona,Sospitós,5
13/04/2020,00,No classificat,40-49,0,Home,Positiu,9
13/04/2020,78,Barcelona,60-69,1,Dona,Positiu,36
13/04/2020,64,Girona,80-89,1,Dona,Sospitós,16
13/04/2020,78,Barcelona,20-29,0,Home,Positiu,9
13/04/2020,00,No classificat,70-79,1,Dona,Positiu,9
13/04/2020,00,No classificat,70-79,0,Home,Positiu,9
13/04/2020,00,No classificat,50-59,0,Home,Positiu,8
13/04/2020,00,No classificat,60-69,0,Home,Positiu,8
13/04/2020,00,No classificat,50-59,0,Home,Sospitós,1
13/04/2020,00,No classificat,50-59,1,Dona,Sospitós,1
13/04/2020,78,Barcelona,80-89,0,Home,Sospitós,138
13/04/2020,64,Girona,40-49,0,Home,Sospitós,10
13/04/2020,62,Camp de Tarragona,30-39,1,Dona,Sospitós,10
13/04/2020,62,Camp de Tarragona,60-69,0,Home,Sospitós,5
13/04/2020,67,Catalunya Central,0-9,1,Dona,Sospitós,1
13/04/2020,64,Girona,10-19,1,Dona,Sospitós,3
13/04/2020,67,Catalunya Central,90+,0,Home,Positiu,3
13/04/2020,62,Camp de Tarragona,70-79,1,Dona,Sospitós,4
13/04/2020,64,Girona,10-19,0,Home,Sospitós,4
13/04/2020,61,Lleida,20-29,1,Dona,Positiu,1
13/04/2020,61,Lleida,30-39,1,Dona,Sospitós,8
13/04/2020,67,Catalunya Central,80-89,0,Home,Positiu,6
13/04/2020,62,Camp de Tarragona,20-29,0,Home,Sospitós,2
13/04/2020,64,Girona,50-59,0,Home,Positiu,5
13/04/2020,62,Camp de Tarragona,0-9,1,Dona,Sospitós,1
13/04/2020,63,Terres de l'Ebre,50-59,1,Dona,Sospitós,1
13/04/2020,63,Terres de l'Ebre,70-79,1,Dona,Sospitós,2
13/04/2020,62,Camp de Tarragona,50-59,0,Home,Sospitós,2
13/04/2020,61,Lleida,70-79,0,Home,Positiu,3
13/04/2020,61,Lleida,60-69,0,Home,Positiu,1
13/04/2020,78,Barcelona,0-9,0,Home,Sospitós,4
13/04/2020,61,Lleida,40-49,0,Home,Positiu,1
13/04/2020,71,Alt Pirineu i Aran,20-29,1,Dona,Sospitós,1
13/04/2020,64,Girona,30-39,0,Home,Positiu,2
13/04/2020,71,Alt Pirineu i Aran,40-49,1,Dona,Positiu,1
13/04/2020,61,Lleida,60-69,0,Home,Sospitós,2
13/04/2020,61,Lleida,40-49,1,Dona,Positiu,1
13/04/2020,63,Terres de l'Ebre,90+,0,Home,Sospitós,1
13/04/2020,67,Catalunya Central,70-79,1,Dona,Sospitós,1
13/04/2020,61,Lleida,80-89,0,Home,Sospitós,3
13/04/2020,64,Girona,70-79,0,Home,Sospitós,12
13/04/2020,64,Girona,20-29,0,Home,Sospitós,2
13/04/2020,67,Catalunya Central,60-69,1,Dona,Positiu,3
13/04/2020,64,Girona,80-89,0,Home,Sospitós,3
13/04/2020,71,Alt Pirineu i Aran,50-59,1,Dona,Sospitós,5
13/04/2020,64,Girona,20-29,1,Dona,Sospitós,5
13/04/2020,64,Girona,60-69,1,Dona,Positiu,5
13/04/2020,62,Camp de Tarragona,60-69,1,Dona,Sospitós,3
13/04/2020,67,Catalunya Central,50-59,0,Home,Positiu,4
13/04/2020,62,Camp de Tarragona,20-29,1,Dona,Positiu,1
13/04/2020,63,Terres de l'Ebre,80-89,1,Dona,Positiu,1
13/04/2020,63,Terres de l'Ebre,10-19,0,Home,Sospitós,1
13/04/2020,61,Lleida,60-69,1,Dona,Sospitós,4
13/04/2020,67,Catalunya Central,70-79,0,Home,Sospitós,3
13/04/2020,64,Girona,0-9,0,Home,Sospitós,1
13/04/2020,61,Lleida,50-59,1,Dona,Positiu,4
13/04/2020,67,Catalunya Central,0-9,0,Home,Sospitós,1
13/04/2020,67,Catalunya Central,30-39,1,Dona,Positiu,9
13/04/2020,61,Lleida,0-9,0,Home,Sospitós,2
13/04/2020,64,Girona,30-39,0,Home,Sospitós,7
13/04/2020,62,Camp de Tarragona,30-39,0,Home,Positiu,1
13/04/2020,64,Girona,30-39,1,Dona,Positiu,3
13/04/2020,64,Girona,70-79,1,Dona,Positiu,4
13/04/2020,63,Terres de l'Ebre,70-79,1,Dona,Positiu,1
13/04/2020,64,Girona,40-49,1,Dona,Positiu,8
13/04/2020,62,Camp de Tarragona,40-49,0,Home,Sospitós,4
13/04/2020,71,Alt Pirineu i Aran,60-69,0,Home,Sospitós,2
13/04/2020,63,Terres de l'Ebre,90+,1,Dona,Sospitós,1
13/04/2020,64,Girona,90+,0,Home,Sospitós,5
13/04/2020,00,No classificat,90+,0,Home,Positiu,1
13/04/2020,61,Lleida,80-89,0,Home,Positiu,3
13/04/2020,71,Alt Pirineu i Aran,30-39,0,Home,Sospitós,1
13/04/2020,61,Lleida,50-59,0,Home,Positiu,3
13/04/2020,61,Lleida,10-19,1,Dona,Sospitós,1
13/04/2020,61,Lleida,70-79,1,Dona,Positiu,2
13/04/2020,62,Camp de Tarragona,30-39,0,Home,Sospitós,3
13/04/2020,62,Camp de Tarragona,10-19,1,Dona,Positiu,1
13/04/2020,62,Camp de Tarragona,20-29,1,Dona,Sospitós,2
13/04/2020,63,Terres de l'Ebre,50-59,0,Home,Sospitós,1
13/04/2020,61,Lleida,50-59,1,Dona,Sospitós,8
13/04/2020,64,Girona,70-79,0,Home,Positiu,1
13/04/2020,61,Lleida,30-39,1,Dona,Positiu,2
13/04/2020,63,Terres de l'Ebre,40-49,0,Home,Sospitós,2
13/04/2020,67,Catalunya Central,60-69,0,Home,Positiu,5
13/04/2020,61,Lleida,90+,1,Dona,Positiu,6
13/04/2020,62,Camp de Tarragona,30-39,1,Dona,Positiu,1
13/04/2020,67,Catalunya Central,80-89,0,Home,Sospitós,6
13/04/2020,67,Catalunya Central,50-59,1,Dona,Sospitós,7
13/04/2020,62,Camp de Tarragona,10-19,0,Home,Sospitós,1
13/04/2020,64,Girona,90+,0,Home,Positiu,2
13/04/2020,00,No classificat,80-89,1,Dona,Positiu,5
13/04/2020,71,Alt Pirineu i Aran,70-79,0,Home,Sospitós,1
13/04/2020,67,Catalunya Central,40-49,0,Home,Positiu,6
13/04/2020,64,Girona,80-89,0,Home,Positiu,1
13/04/2020,71,Alt Pirineu i Aran,40-49,1,Dona,Sospitós,3
13/04/2020,61,Lleida,20-29,1,Dona,Sospitós,4
13/04/2020,00,No classificat,90+,1,Dona,Positiu,3
13/04/2020,61,Lleida,90+,0,Home,Positiu,2
13/04/2020,61,Lleida,70-79,0,Home,Sospitós,3
13/04/2020,63,Terres de l'Ebre,80-89,0,Home,Sospitós,5
13/04/2020,63,Terres de l'Ebre,30-39,1,Dona,Positiu,1
13/04/2020,62,Camp de Tarragona,10-19,1,Dona,Sospitós,1
13/04/2020,64,Girona,80-89,1,Dona,Positiu,2
13/04/2020,64,Girona,60-69,0,Home,Positiu,2
13/04/2020,61,Lleida,30-39,0,Home,Positiu,1
13/04/2020,64,Girona,20-29,1,Dona,Positiu,4
13/04/2020,64,Girona,50-59,1,Dona,Positiu,6
13/04/2020,67,Catalunya Central,40-49,1,Dona,Positiu,4
13/04/2020,64,Girona,90+,1,Dona,Sospitós,4
13/04/2020,61,Lleida,30-39,0,Home,Sospitós,2
13/04/2020,63,Terres de l'Ebre,30-39,0,Home,Sospitós,1
13/04/2020,64,Girona,0-9,1,Dona,Sospitós,1
13/04/2020,62,Camp de Tarragona,90+,1,Dona,Sospitós,1
13/04/2020,62,Camp de Tarragona,50-59,0,Home,Positiu,1
13/04/2020,62,Camp de Tarragona,50-59,1,Dona,Positiu,1
13/04/2020,61,Lleida,80-89,1,Dona,Positiu,6
13/04/2020,78,Barcelona,10-19,0,Home,Sospitós,8
13/04/2020,63,Terres de l'Ebre,40-49,1,Dona,Sospitós,3
13/04/2020,71,Alt Pirineu i Aran,10-19,1,Dona,Sospitós,1
13/04/2020,62,Camp de Tarragona,70-79,0,Home,Positiu,1
13/04/2020,78,Barcelona,10-19,1,Dona,Positiu,1
13/04/2020,62,Camp de Tarragona,60-69,0,Home,Positiu,3
13/04/2020,63,Terres de l'Ebre,80-89,0,Home,Positiu,1
13/04/2020,63,Terres de l'Ebre,60-69,1,Dona,Sospitós,3
13/04/2020,63,Terres de l'Ebre,30-39,1,Dona,Sospitós,2
13/04/2020,61,Lleida,50-59,0,Home,Sospitós,6
13/04/2020,71,Alt Pirineu i Aran,0-9,1,Dona,Sospitós,1
13/04/2020,00,No classificat,80-89,0,Home,Positiu,4
13/04/2020,62,Camp de Tarragona,80-89,0,Home,Sospitós,5
13/04/2020,63,Terres de l'Ebre,20-29,1,Dona,Sospitós,1
13/04/2020,63,Terres de l'Ebre,60-69,0,Home,Positiu,1
13/04/2020,62,Camp de Tarragona,50-59,1,Dona,Sospitós,4
13/04/2020,78,Barcelona,10-19,1,Dona,Sospitós,6
13/04/2020,78,Barcelona,0-9,1,Dona,Sospitós,3
13/04/2020,64,Girona,90+,1,Dona,Positiu,9
13/04/2020,67,Catalunya Central,10-19,1,Dona,Positiu,2
13/04/2020,61,Lleida,40-49,0,Home,Sospitós,6
13/04/2020,00,No classificat,70-79,1,Dona,Sospitós,1
13/04/2020,00,No classificat,40-49,1,Dona,Sospitós,1
13/04/2020,00,No classificat,70-79,0,Home,Sospitós,1
13/04/2020,00,No classificat,30-39,1,Dona,Sospitós,2
13/04/2020,00,No classificat,60-69,0,Home,Sospitós,1
13/04/2020,00,No classificat,20-29,0,Home,Sospitós,1
13/04/2020,00,No classificat,0-9,0,Home,Positiu,1
13/04/2020,00,No classificat,10-19,0,Home,Positiu,1
13/04/2020,00,No classificat,20-29,0,Home,Positiu,10
13/04/2020,00,No classificat,20-29,1,Dona,Positiu,17
13/04/2020,00,No classificat,40-49,1,Dona,Positiu,3
13/04/2020,00,No classificat,50-59,1,Dona,Positiu,6
13/04/2020,00,No classificat,60-69,1,Dona,Positiu,5
14/04/2020,78,Barcelona,30-39,0,Home,Positiu,31
14/04/2020,78,Barcelona,80-89,0,Home,Sospitós,107
14/04/2020,78,Barcelona,80-89,0,Home,Positiu,60
14/04/2020,64,Girona,40-49,1,Dona,Sospitós,22
14/04/2020,78,Barcelona,40-49,1,Dona,Positiu,79
14/04/2020,78,Barcelona,50-59,1,Dona,Positiu,68
14/04/2020,78,Barcelona,30-39,1,Dona,Sospitós,195
14/04/2020,78,Barcelona,60-69,1,Dona,Sospitós,102
14/04/2020,78,Barcelona,50-59,0,Home,Positiu,37
14/04/2020,64,Girona,70-79,1,Dona,Positiu,7
14/04/2020,64,Girona,80-89,1,Dona,Positiu,13
14/04/2020,62,Camp de Tarragona,30-39,1,Dona,Positiu,4
14/04/2020,67,Catalunya Central,40-49,1,Dona,Positiu,5
14/04/2020,64,Girona,90+,1,Dona,Sospitós,6
14/04/2020,78,Barcelona,30-39,0,Home,Sospitós,64
14/04/2020,64,Girona,90+,1,Dona,Positiu,11
14/04/2020,78,Barcelona,60-69,0,Home,Sospitós,77
14/04/2020,64,Girona,70-79,0,Home,Positiu,7
14/04/2020,78,Barcelona,70-79,1,Dona,Sospitós,94
14/04/2020,64,Girona,60-69,0,Home,Positiu,7
14/04/2020,78,Barcelona,80-89,1,Dona,Sospitós,192
14/04/2020,78,Barcelona,0-9,0,Home,Sospitós,3
14/04/2020,67,Catalunya Central,80-89,0,Home,Positiu,6
14/04/2020,78,Barcelona,90+,1,Dona,Sospitós,166
14/04/2020,63,Terres de l'Ebre,90+,1,Dona,Sospitós,7
14/04/2020,64,Girona,50-59,0,Home,Positiu,5
14/04/2020,78,Barcelona,90+,0,Home,Positiu,38
14/04/2020,78,Barcelona,90+,1,Dona,Positiu,127
14/04/2020,78,Barcelona,80-89,1,Dona,Positiu,179
14/04/2020,67,Catalunya Central,50-59,1,Dona,Sospitós,13
14/04/2020,78,Barcelona,70-79,0,Home,Sospitós,113
14/04/2020,64,Girona,80-89,1,Dona,Sospitós,4
14/04/2020,64,Girona,50-59,1,Dona,Positiu,2
14/04/2020,64,Girona,50-59,0,Home,Sospitós,10
14/04/2020,78,Barcelona,40-49,1,Dona,Sospitós,296
14/04/2020,78,Barcelona,20-29,0,Home,Sospitós,45
14/04/2020,78,Barcelona,50-59,1,Dona,Sospitós,248
14/04/2020,64,Girona,90+,0,Home,Positiu,1
14/04/2020,67,Catalunya Central,50-59,0,Home,Positiu,4
14/04/2020,00,No classificat,30-39,1,Dona,Positiu,1
14/04/2020,78,Barcelona,30-39,1,Dona,Positiu,49
14/04/2020,62,Camp de Tarragona,50-59,0,Home,Positiu,3
14/04/2020,67,Catalunya Central,90+,1,Dona,Positiu,10
14/04/2020,64,Girona,30-39,1,Dona,Sospitós,23
14/04/2020,78,Barcelona,20-29,1,Dona,Sospitós,151
14/04/2020,61,Lleida,40-49,1,Dona,Sospitós,19
14/04/2020,67,Catalunya Central,20-29,1,Dona,Positiu,4
14/04/2020,67,Catalunya Central,70-79,0,Home,Sospitós,11
14/04/2020,67,Catalunya Central,70-79,0,Home,Positiu,3
14/04/2020,61,Lleida,80-89,0,Home,Sospitós,4
14/04/2020,67,Catalunya Central,60-69,0,Home,Positiu,5
14/04/2020,67,Catalunya Central,30-39,0,Home,Sospitós,7
14/04/2020,67,Catalunya Central,80-89,1,Dona,Sospitós,35
14/04/2020,61,Lleida,40-49,0,Home,Sospitós,12
14/04/2020,64,Girona,60-69,1,Dona,Sospitós,11
14/04/2020,78,Barcelona,90+,0,Home,Sospitós,41
14/04/2020,61,Lleida,30-39,1,Dona,Sospitós,12
14/04/2020,64,Girona,70-79,1,Dona,Sospitós,14
14/04/2020,62,Camp de Tarragona,40-49,1,Dona,Sospitós,23
14/04/2020,67,Catalunya Central,50-59,1,Dona,Positiu,5
14/04/2020,67,Catalunya Central,80-89,1,Dona,Positiu,20
14/04/2020,67,Catalunya Central,50-59,0,Home,Sospitós,13
14/04/2020,67,Catalunya Central,40-49,0,Home,Sospitós,17
14/04/2020,67,Catalunya Central,60-69,0,Home,Sospitós,6
14/04/2020,67,Catalunya Central,90+,1,Dona,Sospitós,20
14/04/2020,78,Barcelona,50-59,0,Home,Sospitós,98
14/04/2020,78,Barcelona,40-49,0,Home,Sospitós,90
14/04/2020,64,Girona,90+,0,Home,Sospitós,2
14/04/2020,67,Catalunya Central,20-29,0,Home,Sospitós,7
14/04/2020,61,Lleida,20-29,1,Dona,Sospitós,11
14/04/2020,64,Girona,50-59,1,Dona,Sospitós,13
14/04/2020,67,Catalunya Central,70-79,1,Dona,Sospitós,7
14/04/2020,78,Barcelona,60-69,0,Home,Positiu,35
14/04/2020,67,Catalunya Central,40-49,1,Dona,Sospitós,22
14/04/2020,67,Catalunya Central,30-39,1,Dona,Sospitós,15
14/04/2020,67,Catalunya Central,70-79,1,Dona,Positiu,8
14/04/2020,62,Camp de Tarragona,90+,1,Dona,Positiu,5
14/04/2020,67,Catalunya Central,80-89,0,Home,Sospitós,11
14/04/2020,67,Catalunya Central,20-29,1,Dona,Sospitós,13
14/04/2020,67,Catalunya Central,90+,0,Home,Sospitós,6
14/04/2020,67,Catalunya Central,60-69,1,Dona,Sospitós,10
14/04/2020,64,Girona,80-89,0,Home,Sospitós,7
14/04/2020,62,Camp de Tarragona,90+,1,Dona,Sospitós,11
14/04/2020,62,Camp de Tarragona,60-69,0,Home,Sospitós,10
14/04/2020,78,Barcelona,20-29,1,Dona,Positiu,52
14/04/2020,61,Lleida,50-59,1,Dona,Sospitós,19
14/04/2020,61,Lleida,90+,1,Dona,Sospitós,4
14/04/2020,61,Lleida,50-59,0,Home,Sospitós,7
14/04/2020,61,Lleida,90+,0,Home,Sospitós,1
14/04/2020,00,No classificat,20-29,1,Dona,Positiu,15
14/04/2020,61,Lleida,80-89,1,Dona,Sospitós,10
14/04/2020,61,Lleida,70-79,1,Dona,Sospitós,5
14/04/2020,00,No classificat,80-89,1,Dona,Sospitós,1
14/04/2020,62,Camp de Tarragona,70-79,0,Home,Sospitós,6
14/04/2020,00,No classificat,30-39,0,Home,Sospitós,2
14/04/2020,62,Camp de Tarragona,50-59,0,Home,Sospitós,4
14/04/2020,00,No classificat,50-59,0,Home,Sospitós,3
14/04/2020,61,Lleida,0-9,1,Dona,Sospitós,4
14/04/2020,00,No classificat,30-39,0,Home,Positiu,3
14/04/2020,78,Barcelona,10-19,1,Dona,Sospitós,15
14/04/2020,62,Camp de Tarragona,20-29,1,Dona,Sospitós,7
14/04/2020,67,Catalunya Central,10-19,0,Home,Sospitós,2
14/04/2020,61,Lleida,50-59,0,Home,Positiu,5
14/04/2020,61,Lleida,20-29,0,Home,Positiu,1
14/04/2020,00,No classificat,90+,0,Home,Positiu,2
14/04/2020,78,Barcelona,40-49,0,Home,Positiu,41
14/04/2020,71,Alt Pirineu i Aran,50-59,1,Dona,Sospitós,5
14/04/2020,61,Lleida,80-89,0,Home,Positiu,5
14/04/2020,63,Terres de l'Ebre,50-59,1,Dona,Positiu,1
14/04/2020,62,Camp de Tarragona,0-9,1,Dona,Sospitós,1
14/04/2020,71,Alt Pirineu i Aran,50-59,0,Home,Sospitós,5
14/04/2020,62,Camp de Tarragona,70-79,1,Dona,Positiu,1
14/04/2020,64,Girona,40-49,1,Dona,Positiu,8
14/04/2020,64,Girona,10-19,1,Dona,Positiu,2
14/04/2020,62,Camp de Tarragona,30-39,0,Home,Sospitós,7
14/04/2020,61,Lleida,80-89,1,Dona,Positiu,2
14/04/2020,63,Terres de l'Ebre,40-49,1,Dona,Sospitós,4
14/04/2020,71,Alt Pirineu i Aran,70-79,1,Dona,Sospitós,3
14/04/2020,62,Camp de Tarragona,30-39,0,Home,Positiu,1
14/04/2020,64,Girona,30-39,1,Dona,Positiu,8
14/04/2020,71,Alt Pirineu i Aran,60-69,0,Home,Sospitós,5
14/04/2020,62,Camp de Tarragona,10-19,0,Home,Positiu,1
14/04/2020,62,Camp de Tarragona,50-59,1,Dona,Sospitós,22
14/04/2020,61,Lleida,90+,0,Home,Positiu,3
14/04/2020,64,Girona,10-19,1,Dona,Sospitós,9
14/04/2020,63,Terres de l'Ebre,30-39,0,Home,Positiu,1
14/04/2020,78,Barcelona,20-29,0,Home,Positiu,16
14/04/2020,67,Catalunya Central,90+,0,Home,Positiu,1
14/04/2020,62,Camp de Tarragona,20-29,0,Home,Sospitós,2
14/04/2020,61,Lleida,10-19,1,Dona,Sospitós,11
14/04/2020,64,Girona,0-9,0,Home,Positiu,3
14/04/2020,71,Alt Pirineu i Aran,80-89,0,Home,Sospitós,1
14/04/2020,62,Camp de Tarragona,80-89,0,Home,Sospitós,6
14/04/2020,71,Alt Pirineu i Aran,60-69,1,Dona,Positiu,1
14/04/2020,64,Girona,70-79,0,Home,Sospitós,9
14/04/2020,78,Barcelona,10-19,0,Home,Positiu,2
14/04/2020,62,Camp de Tarragona,70-79,1,Dona,Sospitós,11
14/04/2020,00,No classificat,80-89,1,Dona,Positiu,1
14/04/2020,63,Terres de l'Ebre,50-59,1,Dona,Sospitós,9
14/04/2020,61,Lleida,0-9,1,Dona,Positiu,1
14/04/2020,71,Alt Pirineu i Aran,70-79,0,Home,Sospitós,3
14/04/2020,71,Alt Pirineu i Aran,20-29,1,Dona,Sospitós,5
14/04/2020,62,Camp de Tarragona,90+,0,Home,Sospitós,9
14/04/2020,78,Barcelona,10-19,1,Dona,Positiu,5
14/04/2020,64,Girona,30-39,0,Home,Sospitós,7
14/04/2020,71,Alt Pirineu i Aran,40-49,1,Dona,Sospitós,14
14/04/2020,62,Camp de Tarragona,10-19,1,Dona,Sospitós,1
14/04/2020,63,Terres de l'Ebre,30-39,1,Dona,Sospitós,5
14/04/2020,64,Girona,30-39,0,Home,Positiu,5
14/04/2020,62,Camp de Tarragona,40-49,0,Home,Sospitós,10
14/04/2020,64,Girona,40-49,0,Home,Positiu,7
14/04/2020,61,Lleida,60-69,0,Home,Sospitós,10
14/04/2020,62,Camp de Tarragona,0-9,0,Home,Positiu,1
14/04/2020,63,Terres de l'Ebre,80-89,0,Home,Sospitós,5
14/04/2020,67,Catalunya Central,20-29,0,Home,Positiu,1
14/04/2020,63,Terres de l'Ebre,60-69,0,Home,Positiu,2
14/04/2020,61,Lleida,40-49,0,Home,Positiu,3
14/04/2020,62,Camp de Tarragona,50-59,1,Dona,Positiu,4
14/04/2020,71,Alt Pirineu i Aran,60-69,1,Dona,Sospitós,2
14/04/2020,71,Alt Pirineu i Aran,70-79,1,Dona,Positiu,2
14/04/2020,64,Girona,20-29,0,Home,Sospitós,8
14/04/2020,63,Terres de l'Ebre,0-9,1,Dona,Sospitós,1
14/04/2020,64,Girona,20-29,1,Dona,Positiu,5
14/04/2020,78,Barcelona,10-19,0,Home,Sospitós,9
14/04/2020,63,Terres de l'Ebre,60-69,0,Home,Sospitós,7
14/04/2020,78,Barcelona,0-9,0,Home,Positiu,1
14/04/2020,62,Camp de Tarragona,20-29,1,Dona,Positiu,4
14/04/2020,64,Girona,80-89,0,Home,Positiu,2
14/04/2020,78,Barcelona,60-69,1,Dona,Positiu,44
14/04/2020,63,Terres de l'Ebre,60-69,1,Dona,Sospitós,5
14/04/2020,64,Girona,60-69,0,Home,Sospitós,10
14/04/2020,63,Terres de l'Ebre,50-59,0,Home,Sospitós,4
14/04/2020,71,Alt Pirineu i Aran,90+,0,Home,Sospitós,2
14/04/2020,67,Catalunya Central,30-39,1,Dona,Positiu,2
14/04/2020,63,Terres de l'Ebre,80-89,1,Dona,Positiu,2
14/04/2020,61,Lleida,40-49,1,Dona,Positiu,5
14/04/2020,63,Terres de l'Ebre,90+,0,Home,Sospitós,1
14/04/2020,64,Girona,20-29,1,Dona,Sospitós,10
14/04/2020,64,Girona,0-9,1,Dona,Sospitós,1
14/04/2020,63,Terres de l'Ebre,60-69,1,Dona,Positiu,1
14/04/2020,71,Alt Pirineu i Aran,20-29,0,Home,Sospitós,4
14/04/2020,62,Camp de Tarragona,80-89,1,Dona,Positiu,10
14/04/2020,62,Camp de Tarragona,0-9,0,Home,Sospitós,1
