TipusCasData,RegioSanitariaCodi,RegioSanitariaDescripcio,EdatRang,SexeCodi,SexeDescripcio,TipusCasDescripcio,NumCasos
27/03/2020,64,Girona,40-49,1,Dona,Positiu,10
27/03/2020,62,Camp de Tarragona,10-19,1,Dona,Sospitós,3
27/03/2020,78,Barcelona,90+,0,Home,Sospitós,7
27/03/2020,71,Alt Pirineu i Aran,50-59,0,Home,Positiu,1
27/03/2020,63,Terres de l'Ebre,70-79,1,Dona,Positiu,1
27/03/2020,64,Girona,70-79,1,Dona,Positiu,10
27/03/2020,67,Catalunya Central,40-49,0,Home,Positiu,5
27/03/2020,71,Alt Pirineu i Aran,70-79,1,Dona,Sospitós,1
27/03/2020,63,Terres de l'Ebre,40-49,0,Home,Sospitós,3
27/03/2020,67,Catalunya Central,50-59,1,Dona,Sospitós,24
27/03/2020,61,Lleida,60-69,1,Dona,Positiu,4
27/03/2020,67,Catalunya Central,90+,1,Dona,Sospitós,1
27/03/2020,67,Catalunya Central,70-79,0,Home,Sospitós,6
27/03/2020,62,Camp de Tarragona,70-79,1,Dona,Positiu,3
27/03/2020,71,Alt Pirineu i Aran,10-19,0,Home,Sospitós,1
27/03/2020,63,Terres de l'Ebre,40-49,1,Dona,Sospitós,1
27/03/2020,64,Girona,50-59,1,Dona,Positiu,17
27/03/2020,67,Catalunya Central,60-69,0,Home,Positiu,9
27/03/2020,61,Lleida,50-59,0,Home,Sospitós,3
27/03/2020,00,No classificat,80-89,1,Dona,Sospitós,3
27/03/2020,61,Lleida,40-49,0,Home,Positiu,4
27/03/2020,62,Camp de Tarragona,0-9,1,Dona,Sospitós,1
27/03/2020,62,Camp de Tarragona,60-69,1,Dona,Sospitós,7
27/03/2020,64,Girona,60-69,1,Dona,Positiu,10
27/03/2020,71,Alt Pirineu i Aran,80-89,0,Home,Sospitós,1
27/03/2020,64,Girona,70-79,1,Dona,Sospitós,9
27/03/2020,61,Lleida,50-59,0,Home,Positiu,6
27/03/2020,71,Alt Pirineu i Aran,80-89,1,Dona,Positiu,1
27/03/2020,67,Catalunya Central,20-29,1,Dona,Positiu,7
27/03/2020,67,Catalunya Central,80-89,0,Home,Sospitós,2
27/03/2020,62,Camp de Tarragona,90+,0,Home,Positiu,2
27/03/2020,63,Terres de l'Ebre,60-69,0,Home,Sospitós,2
27/03/2020,61,Lleida,0-9,1,Dona,Positiu,1
27/03/2020,67,Catalunya Central,80-89,0,Home,Positiu,12
27/03/2020,67,Catalunya Central,50-59,1,Dona,Positiu,6
27/03/2020,67,Catalunya Central,30-39,0,Home,Positiu,4
27/03/2020,67,Catalunya Central,10-19,1,Dona,Sospitós,1
27/03/2020,67,Catalunya Central,40-49,0,Home,Sospitós,6
27/03/2020,71,Alt Pirineu i Aran,80-89,1,Dona,Sospitós,3
27/03/2020,71,Alt Pirineu i Aran,60-69,1,Dona,Positiu,1
27/03/2020,67,Catalunya Central,30-39,1,Dona,Positiu,5
27/03/2020,62,Camp de Tarragona,30-39,0,Home,Positiu,2
27/03/2020,62,Camp de Tarragona,30-39,0,Home,Sospitós,3
27/03/2020,78,Barcelona,90+,0,Home,Positiu,9
27/03/2020,67,Catalunya Central,60-69,1,Dona,Positiu,10
27/03/2020,62,Camp de Tarragona,30-39,1,Dona,Positiu,4
27/03/2020,63,Terres de l'Ebre,10-19,0,Home,Sospitós,1
27/03/2020,64,Girona,50-59,0,Home,Positiu,7
27/03/2020,62,Camp de Tarragona,60-69,1,Dona,Positiu,2
27/03/2020,62,Camp de Tarragona,40-49,1,Dona,Sospitós,17
27/03/2020,61,Lleida,50-59,1,Dona,Sospitós,3
27/03/2020,71,Alt Pirineu i Aran,50-59,1,Dona,Sospitós,3
27/03/2020,61,Lleida,20-29,1,Dona,Sospitós,9
27/03/2020,63,Terres de l'Ebre,50-59,0,Home,Positiu,1
27/03/2020,61,Lleida,60-69,1,Dona,Sospitós,1
27/03/2020,71,Alt Pirineu i Aran,90+,0,Home,Positiu,2
27/03/2020,78,Barcelona,20-29,0,Home,Sospitós,31
27/03/2020,78,Barcelona,60-69,1,Dona,Sospitós,75
27/03/2020,71,Alt Pirineu i Aran,90+,1,Dona,Positiu,4
27/03/2020,63,Terres de l'Ebre,10-19,1,Dona,Sospitós,2
27/03/2020,67,Catalunya Central,90+,1,Dona,Positiu,6
27/03/2020,62,Camp de Tarragona,70-79,1,Dona,Sospitós,2
27/03/2020,61,Lleida,30-39,0,Home,Sospitós,2
27/03/2020,64,Girona,80-89,1,Dona,Positiu,7
27/03/2020,64,Girona,90+,1,Dona,Positiu,1
27/03/2020,78,Barcelona,10-19,0,Home,Sospitós,6
27/03/2020,62,Camp de Tarragona,90+,0,Home,Sospitós,1
27/03/2020,62,Camp de Tarragona,90+,1,Dona,Sospitós,2
27/03/2020,78,Barcelona,0-9,1,Dona,Sospitós,3
27/03/2020,62,Camp de Tarragona,60-69,0,Home,Sospitós,2
27/03/2020,71,Alt Pirineu i Aran,20-29,1,Dona,Sospitós,2
27/03/2020,61,Lleida,0-9,1,Dona,Sospitós,2
27/03/2020,62,Camp de Tarragona,20-29,1,Dona,Positiu,6
27/03/2020,64,Girona,90+,0,Home,Sospitós,3
27/03/2020,64,Girona,20-29,0,Home,Positiu,6
27/03/2020,62,Camp de Tarragona,80-89,1,Dona,Sospitós,2
27/03/2020,78,Barcelona,0-9,0,Home,Sospitós,5
27/03/2020,78,Barcelona,60-69,0,Home,Positiu,117
27/03/2020,67,Catalunya Central,70-79,1,Dona,Positiu,13
27/03/2020,61,Lleida,30-39,0,Home,Positiu,1
27/03/2020,78,Barcelona,70-79,1,Dona,Sospitós,29
27/03/2020,78,Barcelona,20-29,0,Home,Positiu,21
27/03/2020,64,Girona,0-9,1,Dona,Sospitós,2
27/03/2020,78,Barcelona,10-19,1,Dona,Positiu,7
27/03/2020,71,Alt Pirineu i Aran,80-89,0,Home,Positiu,1
27/03/2020,67,Catalunya Central,10-19,0,Home,Positiu,1
27/03/2020,63,Terres de l'Ebre,80-89,1,Dona,Sospitós,3
27/03/2020,71,Alt Pirineu i Aran,30-39,0,Home,Positiu,1
27/03/2020,61,Lleida,20-29,0,Home,Positiu,1
27/03/2020,63,Terres de l'Ebre,50-59,1,Dona,Sospitós,1
27/03/2020,71,Alt Pirineu i Aran,90+,1,Dona,Sospitós,2
27/03/2020,63,Terres de l'Ebre,30-39,1,Dona,Sospitós,3
27/03/2020,61,Lleida,0-9,0,Home,Sospitós,1
27/03/2020,67,Catalunya Central,50-59,0,Home,Positiu,9
27/03/2020,67,Catalunya Central,20-29,1,Dona,Sospitós,16
27/03/2020,78,Barcelona,70-79,1,Dona,Positiu,104
27/03/2020,61,Lleida,70-79,1,Dona,Positiu,3
27/03/2020,63,Terres de l'Ebre,50-59,1,Dona,Positiu,4
27/03/2020,64,Girona,0-9,0,Home,Sospitós,4
27/03/2020,63,Terres de l'Ebre,30-39,0,Home,Sospitós,1
27/03/2020,71,Alt Pirineu i Aran,60-69,0,Home,Sospitós,1
27/03/2020,63,Terres de l'Ebre,90+,1,Dona,Sospitós,1
27/03/2020,71,Alt Pirineu i Aran,20-29,1,Dona,Positiu,1
27/03/2020,78,Barcelona,40-49,0,Home,Positiu,101
27/03/2020,67,Catalunya Central,90+,0,Home,Positiu,2
27/03/2020,62,Camp de Tarragona,90+,1,Dona,Positiu,4
27/03/2020,61,Lleida,70-79,0,Home,Positiu,8
27/03/2020,67,Catalunya Central,80-89,1,Dona,Sospitós,1
27/03/2020,67,Catalunya Central,70-79,0,Home,Positiu,18
27/03/2020,62,Camp de Tarragona,50-59,1,Dona,Positiu,5
27/03/2020,62,Camp de Tarragona,20-29,0,Home,Sospitós,5
27/03/2020,64,Girona,20-29,1,Dona,Positiu,7
27/03/2020,67,Catalunya Central,60-69,1,Dona,Sospitós,13
27/03/2020,67,Catalunya Central,50-59,0,Home,Sospitós,9
27/03/2020,61,Lleida,60-69,0,Home,Positiu,4
27/03/2020,64,Girona,80-89,1,Dona,Sospitós,9
27/03/2020,62,Camp de Tarragona,20-29,0,Home,Positiu,2
27/03/2020,00,No classificat,60-69,1,Dona,Sospitós,3
27/03/2020,00,No classificat,40-49,0,Home,Sospitós,2
27/03/2020,00,No classificat,20-29,1,Dona,Sospitós,9
27/03/2020,00,No classificat,20-29,0,Home,Sospitós,2
27/03/2020,00,No classificat,70-79,1,Dona,Sospitós,2
27/03/2020,00,No classificat,40-49,1,Dona,Sospitós,3
27/03/2020,00,No classificat,30-39,0,Home,Sospitós,4
27/03/2020,00,No classificat,0-9,1,Dona,Sospitós,2
27/03/2020,00,No classificat,0-9,0,Home,Sospitós,1
27/03/2020,00,No classificat,70-79,0,Home,Sospitós,1
27/03/2020,00,No classificat,30-39,0,Home,Positiu,1
27/03/2020,00,No classificat,50-59,1,Dona,Sospitós,1
28/03/2020,64,Girona,80-89,1,Dona,Sospitós,8
28/03/2020,64,Girona,70-79,1,Dona,Positiu,6
28/03/2020,78,Barcelona,60-69,1,Dona,Positiu,93
28/03/2020,78,Barcelona,20-29,0,Home,Positiu,23
28/03/2020,78,Barcelona,20-29,1,Dona,Positiu,29
28/03/2020,64,Girona,80-89,0,Home,Positiu,8
28/03/2020,62,Camp de Tarragona,50-59,1,Dona,Positiu,4
28/03/2020,78,Barcelona,70-79,1,Dona,Positiu,95
28/03/2020,64,Girona,80-89,1,Dona,Positiu,12
28/03/2020,67,Catalunya Central,40-49,0,Home,Positiu,10
28/03/2020,61,Lleida,40-49,1,Dona,Sospitós,4
28/03/2020,64,Girona,70-79,0,Home,Positiu,10
28/03/2020,78,Barcelona,40-49,1,Dona,Positiu,98
28/03/2020,78,Barcelona,80-89,0,Home,Positiu,85
28/03/2020,78,Barcelona,90+,1,Dona,Positiu,46
28/03/2020,78,Barcelona,80-89,1,Dona,Positiu,104
28/03/2020,64,Girona,50-59,1,Dona,Sospitós,6
28/03/2020,78,Barcelona,30-39,0,Home,Positiu,46
28/03/2020,78,Barcelona,50-59,0,Home,Positiu,112
28/03/2020,78,Barcelona,30-39,1,Dona,Positiu,48
28/03/2020,78,Barcelona,50-59,0,Home,Sospitós,65
28/03/2020,64,Girona,50-59,0,Home,Positiu,10
28/03/2020,64,Girona,90+,1,Dona,Positiu,7
28/03/2020,61,Lleida,40-49,1,Dona,Positiu,5
28/03/2020,78,Barcelona,50-59,1,Dona,Positiu,89
28/03/2020,78,Barcelona,40-49,0,Home,Positiu,88
28/03/2020,64,Girona,50-59,1,Dona,Positiu,7
28/03/2020,78,Barcelona,10-19,1,Dona,Positiu,3
28/03/2020,64,Girona,90+,0,Home,Positiu,7
28/03/2020,62,Camp de Tarragona,40-49,1,Dona,Positiu,4
28/03/2020,67,Catalunya Central,30-39,1,Dona,Positiu,8
28/03/2020,78,Barcelona,40-49,0,Home,Sospitós,53
28/03/2020,78,Barcelona,60-69,0,Home,Positiu,94
28/03/2020,64,Girona,60-69,1,Dona,Positiu,7
28/03/2020,78,Barcelona,70-79,0,Home,Positiu,128
28/03/2020,00,No classificat,10-19,0,Home,Sospitós,1
28/03/2020,67,Catalunya Central,20-29,1,Dona,Positiu,6
28/03/2020,64,Girona,50-59,0,Home,Sospitós,5
28/03/2020,67,Catalunya Central,80-89,0,Home,Positiu,20
28/03/2020,67,Catalunya Central,60-69,1,Dona,Positiu,11
28/03/2020,63,Terres de l'Ebre,70-79,0,Home,Sospitós,3
28/03/2020,78,Barcelona,30-39,0,Home,Sospitós,50
28/03/2020,78,Barcelona,80-89,0,Home,Sospitós,44
28/03/2020,78,Barcelona,20-29,1,Dona,Sospitós,75
28/03/2020,67,Catalunya Central,50-59,0,Home,Sospitós,18
28/03/2020,64,Girona,80-89,0,Home,Sospitós,6
28/03/2020,78,Barcelona,80-89,1,Dona,Sospitós,58
28/03/2020,78,Barcelona,40-49,1,Dona,Sospitós,118
28/03/2020,67,Catalunya Central,20-29,1,Dona,Sospitós,24
28/03/2020,78,Barcelona,70-79,1,Dona,Sospitós,35
28/03/2020,67,Catalunya Central,50-59,1,Dona,Sospitós,50
28/03/2020,78,Barcelona,60-69,1,Dona,Sospitós,51
28/03/2020,78,Barcelona,10-19,1,Dona,Sospitós,9
28/03/2020,78,Barcelona,30-39,1,Dona,Sospitós,114
28/03/2020,78,Barcelona,50-59,1,Dona,Sospitós,84
28/03/2020,67,Catalunya Central,90+,1,Dona,Sospitós,6
28/03/2020,61,Lleida,30-39,1,Dona,Sospitós,10
28/03/2020,67,Catalunya Central,70-79,1,Dona,Sospitós,5
28/03/2020,00,No classificat,80-89,0,Home,Sospitós,1
28/03/2020,00,No classificat,0-9,1,Dona,Sospitós,1
28/03/2020,00,No classificat,70-79,1,Dona,Sospitós,1
28/03/2020,61,Lleida,20-29,1,Dona,Sospitós,2
28/03/2020,62,Camp de Tarragona,30-39,1,Dona,Sospitós,9
28/03/2020,00,No classificat,80-89,1,Dona,Sospitós,3
28/03/2020,67,Catalunya Central,50-59,1,Dona,Positiu,11
28/03/2020,67,Catalunya Central,30-39,1,Dona,Sospitós,38
28/03/2020,00,No classificat,50-59,0,Home,Sospitós,6
28/03/2020,00,No classificat,40-49,1,Dona,Sospitós,4
28/03/2020,67,Catalunya Central,60-69,1,Dona,Sospitós,14
28/03/2020,00,No classificat,30-39,0,Home,Sospitós,8
28/03/2020,62,Camp de Tarragona,90+,1,Dona,Sospitós,2
28/03/2020,67,Catalunya Central,90+,0,Home,Sospitós,2
28/03/2020,67,Catalunya Central,30-39,0,Home,Sospitós,10
28/03/2020,67,Catalunya Central,90+,1,Dona,Positiu,6
28/03/2020,00,No classificat,20-29,1,Dona,Sospitós,9
28/03/2020,78,Barcelona,60-69,0,Home,Sospitós,34
28/03/2020,00,No classificat,30-39,1,Dona,Sospitós,3
28/03/2020,78,Barcelona,90+,1,Dona,Sospitós,33
28/03/2020,64,Girona,40-49,1,Dona,Sospitós,13
28/03/2020,67,Catalunya Central,40-49,1,Dona,Sospitós,45
28/03/2020,62,Camp de Tarragona,60-69,0,Home,Sospitós,3
28/03/2020,61,Lleida,50-59,1,Dona,Sospitós,5
28/03/2020,64,Girona,70-79,0,Home,Sospitós,8
28/03/2020,67,Catalunya Central,60-69,0,Home,Sospitós,14
28/03/2020,62,Camp de Tarragona,30-39,1,Dona,Positiu,2
28/03/2020,64,Girona,40-49,1,Dona,Positiu,8
28/03/2020,61,Lleida,50-59,0,Home,Positiu,2
28/03/2020,63,Terres de l'Ebre,30-39,0,Home,Sospitós,1
28/03/2020,67,Catalunya Central,30-39,0,Home,Positiu,5
28/03/2020,63,Terres de l'Ebre,80-89,1,Dona,Sospitós,3
28/03/2020,64,Girona,20-29,1,Dona,Sospitós,8
28/03/2020,63,Terres de l'Ebre,0-9,0,Home,Sospitós,1
28/03/2020,71,Alt Pirineu i Aran,60-69,1,Dona,Sospitós,2
28/03/2020,63,Terres de l'Ebre,40-49,0,Home,Positiu,1
28/03/2020,64,Girona,30-39,0,Home,Positiu,3
28/03/2020,62,Camp de Tarragona,90+,0,Home,Positiu,2
28/03/2020,67,Catalunya Central,50-59,0,Home,Positiu,13
28/03/2020,62,Camp de Tarragona,80-89,1,Dona,Sospitós,2
28/03/2020,63,Terres de l'Ebre,30-39,1,Dona,Positiu,1
28/03/2020,67,Catalunya Central,80-89,0,Home,Sospitós,9
28/03/2020,64,Girona,40-49,0,Home,Sospitós,8
28/03/2020,67,Catalunya Central,20-29,0,Home,Positiu,1
28/03/2020,62,Camp de Tarragona,70-79,1,Dona,Positiu,5
28/03/2020,64,Girona,60-69,0,Home,Sospitós,6
28/03/2020,62,Camp de Tarragona,60-69,0,Home,Positiu,3
28/03/2020,61,Lleida,20-29,0,Home,Positiu,1
28/03/2020,64,Girona,60-69,1,Dona,Sospitós,4
28/03/2020,71,Alt Pirineu i Aran,50-59,0,Home,Positiu,1
28/03/2020,62,Camp de Tarragona,20-29,1,Dona,Sospitós,2
28/03/2020,00,No classificat,90+,0,Home,Sospitós,1
28/03/2020,64,Girona,90+,0,Home,Sospitós,2
28/03/2020,63,Terres de l'Ebre,40-49,1,Dona,Sospitós,1
28/03/2020,61,Lleida,50-59,0,Home,Sospitós,1
28/03/2020,63,Terres de l'Ebre,30-39,1,Dona,Sospitós,2
28/03/2020,62,Camp de Tarragona,80-89,1,Dona,Positiu,4
28/03/2020,71,Alt Pirineu i Aran,50-59,1,Dona,Positiu,3
28/03/2020,61,Lleida,30-39,1,Dona,Positiu,2
28/03/2020,71,Alt Pirineu i Aran,90+,1,Dona,Sospitós,1
28/03/2020,62,Camp de Tarragona,60-69,1,Dona,Positiu,5
28/03/2020,64,Girona,10-19,1,Dona,Positiu,2
28/03/2020,67,Catalunya Central,80-89,1,Dona,Positiu,8
28/03/2020,64,Girona,60-69,0,Home,Positiu,8
28/03/2020,61,Lleida,50-59,1,Dona,Positiu,6
28/03/2020,62,Camp de Tarragona,0-9,0,Home,Sospitós,1
28/03/2020,61,Lleida,80-89,1,Dona,Sospitós,7
28/03/2020,67,Catalunya Central,80-89,1,Dona,Sospitós,4
28/03/2020,64,Girona,30-39,1,Dona,Sospitós,11
28/03/2020,64,Girona,20-29,0,Home,Sospitós,2
28/03/2020,64,Girona,30-39,1,Dona,Positiu,3
28/03/2020,63,Terres de l'Ebre,70-79,0,Home,Positiu,3
28/03/2020,62,Camp de Tarragona,20-29,1,Dona,Positiu,1
28/03/2020,78,Barcelona,10-19,0,Home,Positiu,4
28/03/2020,62,Camp de Tarragona,50-59,0,Home,Positiu,5
28/03/2020,67,Catalunya Central,0-9,0,Home,Sospitós,2
28/03/2020,63,Terres de l'Ebre,50-59,0,Home,Positiu,1
28/03/2020,62,Camp de Tarragona,50-59,1,Dona,Sospitós,5
28/03/2020,67,Catalunya Central,10-19,0,Home,Positiu,1
28/03/2020,71,Alt Pirineu i Aran,50-59,1,Dona,Sospitós,1
28/03/2020,64,Girona,40-49,0,Home,Positiu,4
28/03/2020,78,Barcelona,90+,0,Home,Positiu,26
28/03/2020,61,Lleida,10-19,1,Dona,Sospitós,2
28/03/2020,62,Camp de Tarragona,90+,0,Home,Sospitós,4
28/03/2020,78,Barcelona,70-79,0,Home,Sospitós,47
28/03/2020,78,Barcelona,0-9,1,Dona,Sospitós,1
28/03/2020,64,Girona,0-9,0,Home,Sospitós,3
28/03/2020,67,Catalunya Central,70-79,0,Home,Positiu,11
28/03/2020,61,Lleida,70-79,1,Dona,Sospitós,1
28/03/2020,62,Camp de Tarragona,20-29,0,Home,Sospitós,1
28/03/2020,67,Catalunya Central,90+,0,Home,Positiu,1
28/03/2020,67,Catalunya Central,10-19,0,Home,Sospitós,1
28/03/2020,61,Lleida,40-49,0,Home,Sospitós,2
28/03/2020,64,Girona,20-29,1,Dona,Positiu,1
28/03/2020,61,Lleida,30-39,0,Home,Sospitós,3
28/03/2020,61,Lleida,80-89,0,Home,Positiu,3
28/03/2020,63,Terres de l'Ebre,90+,1,Dona,Sospitós,2
28/03/2020,78,Barcelona,90+,0,Home,Sospitós,16
28/03/2020,62,Camp de Tarragona,40-49,1,Dona,Sospitós,5
28/03/2020,62,Camp de Tarragona,80-89,0,Home,Positiu,2
28/03/2020,61,Lleida,70-79,1,Dona,Positiu,3
28/03/2020,61,Lleida,80-89,0,Home,Sospitós,1
28/03/2020,64,Girona,0-9,1,Dona,Sospitós,2
28/03/2020,71,Alt Pirineu i Aran,70-79,1,Dona,Positiu,1
28/03/2020,62,Camp de Tarragona,40-49,0,Home,Positiu,3
28/03/2020,71,Alt Pirineu i Aran,60-69,0,Home,Positiu,3
28/03/2020,78,Barcelona,20-29,0,Home,Sospitós,24
28/03/2020,62,Camp de Tarragona,30-39,0,Home,Sospitós,2
28/03/2020,67,Catalunya Central,20-29,0,Home,Sospitós,7
28/03/2020,63,Terres de l'Ebre,60-69,1,Dona,Sospitós,3
28/03/2020,63,Terres de l'Ebre,70-79,1,Dona,Sospitós,2
28/03/2020,63,Terres de l'Ebre,90+,0,Home,Sospitós,2
28/03/2020,61,Lleida,40-49,0,Home,Positiu,1
28/03/2020,62,Camp de Tarragona,80-89,0,Home,Sospitós,4
28/03/2020,67,Catalunya Central,40-49,1,Dona,Positiu,12
28/03/2020,61,Lleida,60-69,0,Home,Positiu,1
28/03/2020,62,Camp de Tarragona,90+,1,Dona,Positiu,1
28/03/2020,78,Barcelona,10-19,0,Home,Sospitós,6
28/03/2020,78,Barcelona,0-9,0,Home,Sospitós,4
28/03/2020,67,Catalunya Central,60-69,0,Home,Positiu,12
28/03/2020,67,Catalunya Central,40-49,0,Home,Sospitós,11
28/03/2020,63,Terres de l'Ebre,80-89,1,Dona,Positiu,1
28/03/2020,63,Terres de l'Ebre,60-69,0,Home,Sospitós,1
28/03/2020,67,Catalunya Central,70-79,1,Dona,Positiu,8
28/03/2020,61,Lleida,70-79,0,Home,Sospitós,1
28/03/2020,64,Girona,70-79,1,Dona,Sospitós,3
28/03/2020,64,Girona,10-19,0,Home,Sospitós,4
28/03/2020,67,Catalunya Central,70-79,0,Home,Sospitós,9
28/03/2020,64,Girona,20-29,0,Home,Positiu,1
28/03/2020,62,Camp de Tarragona,10-19,1,Dona,Sospitós,2
28/03/2020,64,Girona,30-39,0,Home,Sospitós,3
28/03/2020,63,Terres de l'Ebre,60-69,0,Home,Positiu,1
28/03/2020,61,Lleida,20-29,1,Dona,Positiu,2
28/03/2020,62,Camp de Tarragona,60-69,1,Dona,Sospitós,5
28/03/2020,71,Alt Pirineu i Aran,40-49,1,Dona,Positiu,3
28/03/2020,62,Camp de Tarragona,40-49,0,Home,Sospitós,1
28/03/2020,62,Camp de Tarragona,70-79,0,Home,Positiu,2
28/03/2020,64,Girona,90+,1,Dona,Sospitós,5
28/03/2020,62,Camp de Tarragona,50-59,0,Home,Sospitós,1
28/03/2020,61,Lleida,60-69,1,Dona,Positiu,6
28/03/2020,62,Camp de Tarragona,30-39,0,Home,Positiu,1
28/03/2020,62,Camp de Tarragona,70-79,0,Home,Sospitós,5
28/03/2020,62,Camp de Tarragona,0-9,1,Dona,Sospitós,1
28/03/2020,61,Lleida,70-79,0,Home,Positiu,4
28/03/2020,00,No classificat,40-49,0,Home,Sospitós,4
28/03/2020,00,No classificat,10-19,1,Dona,Sospitós,1
28/03/2020,00,No classificat,0-9,0,Home,Sospitós,1
28/03/2020,00,No classificat,60-69,1,Dona,Sospitós,1
28/03/2020,00,No classificat,20-29,0,Home,Sospitós,3
28/03/2020,00,No classificat,50-59,1,Dona,Sospitós,2
28/03/2020,00,No classificat,30-39,0,Home,Positiu,1
29/03/2020,64,Girona,20-29,0,Home,Sospitós,3
29/03/2020,78,Barcelona,50-59,1,Dona,Positiu,59
29/03/2020,64,Girona,10-19,0,Home,Sospitós,2
29/03/2020,61,Lleida,50-59,1,Dona,Sospitós,11
29/03/2020,78,Barcelona,30-39,1,Dona,Sospitós,50
29/03/2020,78,Barcelona,40-49,1,Dona,Positiu,54
29/03/2020,78,Barcelona,50-59,0,Home,Sospitós,23
29/03/2020,64,Girona,40-49,1,Dona,Sospitós,9
29/03/2020,62,Camp de Tarragona,80-89,0,Home,Positiu,8
29/03/2020,78,Barcelona,80-89,1,Dona,Positiu,70
29/03/2020,78,Barcelona,80-89,0,Home,Positiu,57
29/03/2020,78,Barcelona,30-39,0,Home,Positiu,33
29/03/2020,64,Girona,50-59,1,Dona,Positiu,3
29/03/2020,64,Girona,20-29,1,Dona,Sospitós,3
29/03/2020,78,Barcelona,60-69,1,Dona,Sospitós,23
29/03/2020,78,Barcelona,60-69,0,Home,Positiu,66
29/03/2020,67,Catalunya Central,90+,1,Dona,Positiu,16
29/03/2020,67,Catalunya Central,70-79,0,Home,Positiu,18
29/03/2020,78,Barcelona,70-79,1,Dona,Positiu,54
29/03/2020,78,Barcelona,30-39,1,Dona,Positiu,30
29/03/2020,64,Girona,30-39,1,Dona,Sospitós,5
29/03/2020,78,Barcelona,60-69,1,Dona,Positiu,56
29/03/2020,67,Catalunya Central,40-49,1,Dona,Positiu,15
29/03/2020,61,Lleida,30-39,1,Dona,Sospitós,10
29/03/2020,78,Barcelona,90+,1,Dona,Positiu,36
29/03/2020,62,Camp de Tarragona,70-79,0,Home,Sospitós,2
29/03/2020,67,Catalunya Central,20-29,1,Dona,Sospitós,8
29/03/2020,78,Barcelona,40-49,1,Dona,Sospitós,76
29/03/2020,67,Catalunya Central,30-39,0,Home,Sospitós,7
29/03/2020,78,Barcelona,20-29,1,Dona,Positiu,25
29/03/2020,67,Catalunya Central,30-39,1,Dona,Sospitós,10
29/03/2020,67,Catalunya Central,80-89,1,Dona,Sospitós,2
29/03/2020,78,Barcelona,30-39,0,Home,Sospitós,20
29/03/2020,62,Camp de Tarragona,30-39,1,Dona,Sospitós,4
29/03/2020,78,Barcelona,80-89,1,Dona,Sospitós,39
29/03/2020,64,Girona,90+,1,Dona,Sospitós,5
29/03/2020,61,Lleida,40-49,1,Dona,Sospitós,5
29/03/2020,78,Barcelona,40-49,0,Home,Sospitós,22
29/03/2020,78,Barcelona,20-29,0,Home,Positiu,12
29/03/2020,78,Barcelona,20-29,1,Dona,Sospitós,38
29/03/2020,67,Catalunya Central,40-49,1,Dona,Sospitós,14
29/03/2020,78,Barcelona,20-29,0,Home,Sospitós,20
29/03/2020,78,Barcelona,50-59,1,Dona,Sospitós,40
29/03/2020,62,Camp de Tarragona,40-49,1,Dona,Sospitós,7
29/03/2020,78,Barcelona,70-79,0,Home,Positiu,63
29/03/2020,64,Girona,60-69,0,Home,Sospitós,5
29/03/2020,64,Girona,80-89,0,Home,Sospitós,3
29/03/2020,61,Lleida,30-39,1,Dona,Positiu,3
29/03/2020,67,Catalunya Central,30-39,0,Home,Positiu,2
29/03/2020,61,Lleida,70-79,1,Dona,Sospitós,2
29/03/2020,67,Catalunya Central,60-69,0,Home,Positiu,19
29/03/2020,61,Lleida,80-89,1,Dona,Sospitós,3
29/03/2020,67,Catalunya Central,0-9,0,Home,Sospitós,1
29/03/2020,67,Catalunya Central,80-89,1,Dona,Positiu,30
29/03/2020,64,Girona,40-49,0,Home,Sospitós,1
29/03/2020,61,Lleida,80-89,1,Dona,Positiu,7
29/03/2020,62,Camp de Tarragona,30-39,1,Dona,Positiu,1
29/03/2020,62,Camp de Tarragona,30-39,0,Home,Sospitós,3
29/03/2020,61,Lleida,20-29,0,Home,Sospitós,3
29/03/2020,64,Girona,10-19,1,Dona,Sospitós,1
29/03/2020,78,Barcelona,0-9,0,Home,Sospitós,1
29/03/2020,63,Terres de l'Ebre,60-69,1,Dona,Positiu,1
29/03/2020,78,Barcelona,10-19,1,Dona,Sospitós,2
29/03/2020,67,Catalunya Central,40-49,0,Home,Positiu,8
29/03/2020,71,Alt Pirineu i Aran,70-79,1,Dona,Sospitós,1
29/03/2020,61,Lleida,60-69,0,Home,Positiu,3
29/03/2020,67,Catalunya Central,0-9,1,Dona,Sospitós,1
29/03/2020,78,Barcelona,40-49,0,Home,Positiu,60
29/03/2020,78,Barcelona,90+,0,Home,Sospitós,4
29/03/2020,67,Catalunya Central,60-69,1,Dona,Positiu,14
29/03/2020,63,Terres de l'Ebre,50-59,0,Home,Positiu,1
29/03/2020,67,Catalunya Central,90+,1,Dona,Sospitós,3
29/03/2020,64,Girona,70-79,0,Home,Positiu,9
29/03/2020,71,Alt Pirineu i Aran,90+,1,Dona,Positiu,2
29/03/2020,61,Lleida,60-69,1,Dona,Positiu,7
29/03/2020,67,Catalunya Central,90+,0,Home,Sospitós,1
29/03/2020,64,Girona,40-49,1,Dona,Positiu,11
29/03/2020,61,Lleida,70-79,1,Dona,Positiu,1
29/03/2020,63,Terres de l'Ebre,80-89,0,Home,Positiu,1
29/03/2020,61,Lleida,40-49,1,Dona,Positiu,5
